image_path,machining_type,speed,condition_id,ra_target
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-1\20260728145122244.jpg,End_Milling,5000.0,5000-1,1.4786
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-1\20260728145125417.jpg,End_Milling,5000.0,5000-1,1.4786
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-1\20260728145129884.jpg,End_Milling,5000.0,5000-1,1.4786
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-10\20260730143738120.jpg,End_Milling,5000.0,5000-10,2.0156
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-10\20260730143740855.jpg,End_Milling,5000.0,5000-10,2.0156
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-10\20260730143742815.jpg,End_Milling,5000.0,5000-10,2.0156
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-10\20260730143745118.jpg,End_Milling,5000.0,5000-10,2.0156
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-10\20260730143747202.jpg,End_Milling,5000.0,5000-10,2.0156
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-10\20260730143749103.jpg,End_Milling,5000.0,5000-10,2.0156
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-10\20260730143750946.jpg,End_Milling,5000.0,5000-10,2.0156
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-10\20260730143752998.jpg,End_Milling,5000.0,5000-10,2.0156
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-10\20260730143755241.jpg,End_Milling,5000.0,5000-10,2.0156
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-10\20260730143757751.jpg,End_Milling,5000.0,5000-10,2.0156
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-10\20260730143759915.jpg,End_Milling,5000.0,5000-10,2.0156
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-10\20260730143802753.jpg,End_Milling,5000.0,5000-10,2.0156
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-10\20260730143805654.jpg,End_Milling,5000.0,5000-10,2.0156
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-10\20260730143807883.jpg,End_Milling,5000.0,5000-10,2.0156
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-10\20260730143810392.jpg,End_Milling,5000.0,5000-10,2.0156
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-10\20260730143813701.jpg,End_Milling,5000.0,5000-10,2.0156
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-10\20260730143817284.jpg,End_Milling,5000.0,5000-10,2.0156
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-2\20260728152220515.jpg,End_Milling,5000.0,5000-2,1.515
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-2\20260728152223232.jpg,End_Milling,5000.0,5000-2,1.515
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-2\20260728152226799.jpg,End_Milling,5000.0,5000-2,1.515
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-2\20260728152229252.jpg,End_Milling,5000.0,5000-2,1.515
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-2\20260728152232250.jpg,End_Milling,5000.0,5000-2,1.515
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-2\20260728152234880.jpg,End_Milling,5000.0,5000-2,1.515
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-2\20260728152237421.jpg,End_Milling,5000.0,5000-2,1.515
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-2\20260728152240064.jpg,End_Milling,5000.0,5000-2,1.515
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-2\20260728152242419.jpg,End_Milling,5000.0,5000-2,1.515
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-2\20260728152245083.jpg,End_Milling,5000.0,5000-2,1.515
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-2\20260728152248306.jpg,End_Milling,5000.0,5000-2,1.515
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-2\20260728152251790.jpg,End_Milling,5000.0,5000-2,1.515
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-2\20260728152254420.jpg,End_Milling,5000.0,5000-2,1.515
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-2\20260728152257162.jpg,End_Milling,5000.0,5000-2,1.515
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-2\20260728152300024.jpg,End_Milling,5000.0,5000-2,1.515
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-2\20260728152302758.jpg,End_Milling,5000.0,5000-2,1.515
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-2\20260728152306318.jpg,End_Milling,5000.0,5000-2,1.515
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-2\20260728152310496.jpg,End_Milling,5000.0,5000-2,1.515
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-2\20260728152314559.jpg,End_Milling,5000.0,5000-2,1.515
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-2\20260728152317190.jpg,End_Milling,5000.0,5000-2,1.515
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-3\20260728154101267.jpg,End_Milling,5000.0,5000-3,1.5086
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-3\20260728154104048.jpg,End_Milling,5000.0,5000-3,1.5086
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-3\20260728154107459.jpg,End_Milling,5000.0,5000-3,1.5086
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-3\20260728154110378.jpg,End_Milling,5000.0,5000-3,1.5086
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-3\20260728154113361.jpg,End_Milling,5000.0,5000-3,1.5086
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-3\20260728154116540.jpg,End_Milling,5000.0,5000-3,1.5086
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-3\20260728154119312.jpg,End_Milling,5000.0,5000-3,1.5086
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-3\20260728154122486.jpg,End_Milling,5000.0,5000-3,1.5086
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-3\20260728154125514.jpg,End_Milling,5000.0,5000-3,1.5086
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-3\20260728154128104.jpg,End_Milling,5000.0,5000-3,1.5086
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-3\20260728154130780.jpg,End_Milling,5000.0,5000-3,1.5086
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-3\20260728154133696.jpg,End_Milling,5000.0,5000-3,1.5086
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-3\20260728154136724.jpg,End_Milling,5000.0,5000-3,1.5086
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-3\20260728154139336.jpg,End_Milling,5000.0,5000-3,1.5086
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-3\20260728154142060.jpg,End_Milling,5000.0,5000-3,1.5086
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-3\20260728154144616.jpg,End_Milling,5000.0,5000-3,1.5086
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-3\20260728154147062.jpg,End_Milling,5000.0,5000-3,1.5086
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-4\20260728160020633.jpg,End_Milling,5000.0,5000-4,1.19
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-4\20260728160023533.jpg,End_Milling,5000.0,5000-4,1.19
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-4\20260728160025769.jpg,End_Milling,5000.0,5000-4,1.19
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-4\20260728160028794.jpg,End_Milling,5000.0,5000-4,1.19
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-4\20260728160032040.jpg,End_Milling,5000.0,5000-4,1.19
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-4\20260728160035232.jpg,End_Milling,5000.0,5000-4,1.19
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-4\20260728160038342.jpg,End_Milling,5000.0,5000-4,1.19
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-4\20260728160040556.jpg,End_Milling,5000.0,5000-4,1.19
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-4\20260728160045069.jpg,End_Milling,5000.0,5000-4,1.19
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-4\20260728160048100.jpg,End_Milling,5000.0,5000-4,1.19
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-4\20260728160050873.jpg,End_Milling,5000.0,5000-4,1.19
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-4\20260728160053103.jpg,End_Milling,5000.0,5000-4,1.19
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-4\20260728160055573.jpg,End_Milling,5000.0,5000-4,1.19
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-4\20260728160058322.jpg,End_Milling,5000.0,5000-4,1.19
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-5\20260728162138238.jpg,End_Milling,5000.0,5000-5,1.5132
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-5\20260728162141036.jpg,End_Milling,5000.0,5000-5,1.5132
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-5\20260728162143617.jpg,End_Milling,5000.0,5000-5,1.5132
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-5\20260728162147609.jpg,End_Milling,5000.0,5000-5,1.5132
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-5\20260728162149856.jpg,End_Milling,5000.0,5000-5,1.5132
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-5\20260728162152734.jpg,End_Milling,5000.0,5000-5,1.5132
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-5\20260728162155803.jpg,End_Milling,5000.0,5000-5,1.5132
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-5\20260728162158240.jpg,End_Milling,5000.0,5000-5,1.5132
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-5\20260728162200528.jpg,End_Milling,5000.0,5000-5,1.5132
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-5\20260728162203893.jpg,End_Milling,5000.0,5000-5,1.5132
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-5\20260728162205912.jpg,End_Milling,5000.0,5000-5,1.5132
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-5\20260728162208102.jpg,End_Milling,5000.0,5000-5,1.5132
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-5\20260728162210145.jpg,End_Milling,5000.0,5000-5,1.5132
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-5\20260728162212614.jpg,End_Milling,5000.0,5000-5,1.5132
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-5\20260728162216456.jpg,End_Milling,5000.0,5000-5,1.5132
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-5\20260728162219070.jpg,End_Milling,5000.0,5000-5,1.5132
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-5\20260728162221506.jpg,End_Milling,5000.0,5000-5,1.5132
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-5\20260728162223783.jpg,End_Milling,5000.0,5000-5,1.5132
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-5\20260728162226071.jpg,End_Milling,5000.0,5000-5,1.5132
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-5\20260728162228840.jpg,End_Milling,5000.0,5000-5,1.5132
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-6\20260729145623709.jpg,End_Milling,5000.0,5000-6,1.5084
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-6\20260729145632266.jpg,End_Milling,5000.0,5000-6,1.5084
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-6\20260729145638361.jpg,End_Milling,5000.0,5000-6,1.5084
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-6\20260729145651463.jpg,End_Milling,5000.0,5000-6,1.5084
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-6\20260729145700866.jpg,End_Milling,5000.0,5000-6,1.5084
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-6\20260729145706431.jpg,End_Milling,5000.0,5000-6,1.5084
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-6\20260729145711620.jpg,End_Milling,5000.0,5000-6,1.5084
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-6\20260729145715723.jpg,End_Milling,5000.0,5000-6,1.5084
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-6\20260729145720375.jpg,End_Milling,5000.0,5000-6,1.5084
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-6\20260729145725842.jpg,End_Milling,5000.0,5000-6,1.5084
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-6\20260729145734078.jpg,End_Milling,5000.0,5000-6,1.5084
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-6\20260729145741697.jpg,End_Milling,5000.0,5000-6,1.5084
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-6\20260729145809397.jpg,End_Milling,5000.0,5000-6,1.5084
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-6\20260729145815379.jpg,End_Milling,5000.0,5000-6,1.5084
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-6\20260729145819908.jpg,End_Milling,5000.0,5000-6,1.5084
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-6\20260729145824350.jpg,End_Milling,5000.0,5000-6,1.5084
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-6\20260729145827462.jpg,End_Milling,5000.0,5000-6,1.5084
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-6\20260729145831303.jpg,End_Milling,5000.0,5000-6,1.5084
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-6\20260729145834864.jpg,End_Milling,5000.0,5000-6,1.5084
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-6\20260729145838679.jpg,End_Milling,5000.0,5000-6,1.5084
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-6\20260729145842230.jpg,End_Milling,5000.0,5000-6,1.5084
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-6\20260729145846161.jpg,End_Milling,5000.0,5000-6,1.5084
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-6\20260729145854557.jpg,End_Milling,5000.0,5000-6,1.5084
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-6\20260729145906274.jpg,End_Milling,5000.0,5000-6,1.5084
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-6\20260729145912058.jpg,End_Milling,5000.0,5000-6,1.5084
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-6\20260729145916525.jpg,End_Milling,5000.0,5000-6,1.5084
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-7\20260729163415789.jpg,End_Milling,5000.0,5000-7,1.4602
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-7\20260729163424078.jpg,End_Milling,5000.0,5000-7,1.4602
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-7\20260729163428287.jpg,End_Milling,5000.0,5000-7,1.4602
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-7\20260729163431919.jpg,End_Milling,5000.0,5000-7,1.4602
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-7\20260729163435791.jpg,End_Milling,5000.0,5000-7,1.4602
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-7\20260729163440184.jpg,End_Milling,5000.0,5000-7,1.4602
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-7\20260729163448696.jpg,End_Milling,5000.0,5000-7,1.4602
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-7\20260729163452687.jpg,End_Milling,5000.0,5000-7,1.4602
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-7\20260729163610303.jpg,End_Milling,5000.0,5000-7,1.4602
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-7\20260729163619874.jpg,End_Milling,5000.0,5000-7,1.4602
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-7\20260729163628243.jpg,End_Milling,5000.0,5000-7,1.4602
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-7\20260729163640333.jpg,End_Milling,5000.0,5000-7,1.4602
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-7\20260729163646474.jpg,End_Milling,5000.0,5000-7,1.4602
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-7\20260729163655493.jpg,End_Milling,5000.0,5000-7,1.4602
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-7\20260729163704227.jpg,End_Milling,5000.0,5000-7,1.4602
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-7.5\20260729163735624.jpg,End_Milling,5000.0,5000-7.5,1.4602
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-7.5\20260729163739577.jpg,End_Milling,5000.0,5000-7.5,1.4602
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-7.5\20260729163742975.jpg,End_Milling,5000.0,5000-7.5,1.4602
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-7.5\20260729163747137.jpg,End_Milling,5000.0,5000-7.5,1.4602
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-7.5\20260729163751112.jpg,End_Milling,5000.0,5000-7.5,1.4602
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-7.5\20260729163755075.jpg,End_Milling,5000.0,5000-7.5,1.4602
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-7.5\20260729163758412.jpg,End_Milling,5000.0,5000-7.5,1.4602
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-7.5\20260729163802781.jpg,End_Milling,5000.0,5000-7.5,1.4602
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-7.5\20260729163806886.jpg,End_Milling,5000.0,5000-7.5,1.4602
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-7.5\20260729163812314.jpg,End_Milling,5000.0,5000-7.5,1.4602
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-7.5\20260729163822500.jpg,End_Milling,5000.0,5000-7.5,1.4602
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-7.5\20260729163829489.jpg,End_Milling,5000.0,5000-7.5,1.4602
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-7.5\20260729163837701.jpg,End_Milling,5000.0,5000-7.5,1.4602
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-8\20260730140525479.jpg,End_Milling,5000.0,5000-8,2.1068
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-8\20260730140528366.jpg,End_Milling,5000.0,5000-8,2.1068
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-8\20260730140531450.jpg,End_Milling,5000.0,5000-8,2.1068
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-8\20260730140534192.jpg,End_Milling,5000.0,5000-8,2.1068
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-8\20260730140536991.jpg,End_Milling,5000.0,5000-8,2.1068
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-8\20260730140539146.jpg,End_Milling,5000.0,5000-8,2.1068
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-8\20260730140541527.jpg,End_Milling,5000.0,5000-8,2.1068
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-8\20260730140543827.jpg,End_Milling,5000.0,5000-8,2.1068
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-8\20260730140547115.jpg,End_Milling,5000.0,5000-8,2.1068
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-8\20260730140549368.jpg,End_Milling,5000.0,5000-8,2.1068
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-8\20260730140552189.jpg,End_Milling,5000.0,5000-8,2.1068
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-8\20260730140554540.jpg,End_Milling,5000.0,5000-8,2.1068
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-8\20260730140556831.jpg,End_Milling,5000.0,5000-8,2.1068
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-8\20260730140559526.jpg,End_Milling,5000.0,5000-8,2.1068
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-8\20260730140602349.jpg,End_Milling,5000.0,5000-8,2.1068
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-8\20260730140606140.jpg,End_Milling,5000.0,5000-8,2.1068
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-8\20260730140608889.jpg,End_Milling,5000.0,5000-8,2.1068
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-8\20260730140612250.jpg,End_Milling,5000.0,5000-8,2.1068
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-8\20260730140615942.jpg,End_Milling,5000.0,5000-8,2.1068
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-9\20260730142105253.jpg,End_Milling,5000.0,5000-9,2.0038
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-9\20260730142108201.jpg,End_Milling,5000.0,5000-9,2.0038
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-9\20260730142110784.jpg,End_Milling,5000.0,5000-9,2.0038
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-9\20260730142112996.jpg,End_Milling,5000.0,5000-9,2.0038
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-9\20260730142115397.jpg,End_Milling,5000.0,5000-9,2.0038
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-9\20260730142118309.jpg,End_Milling,5000.0,5000-9,2.0038
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-9\20260730142120545.jpg,End_Milling,5000.0,5000-9,2.0038
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-9\20260730142123024.jpg,End_Milling,5000.0,5000-9,2.0038
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-9\20260730142125141.jpg,End_Milling,5000.0,5000-9,2.0038
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-9\20260730142127354.jpg,End_Milling,5000.0,5000-9,2.0038
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-9\20260730142129998.jpg,End_Milling,5000.0,5000-9,2.0038
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-9\20260730142134096.jpg,End_Milling,5000.0,5000-9,2.0038
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-9\20260730142136565.jpg,End_Milling,5000.0,5000-9,2.0038
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-9\20260730142139809.jpg,End_Milling,5000.0,5000-9,2.0038
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\5000\5000-9\20260730142146260.jpg,End_Milling,5000.0,5000-9,2.0038
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\7000\7000-10\20260728141644533.jpg,End_Milling,7000.0,7000-10,1.662
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\7000\7000-10\20260728141649993.jpg,End_Milling,7000.0,7000-10,1.662
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\7000\7000-10\20260728141654892.jpg,End_Milling,7000.0,7000-10,1.662
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\7000\7000-10\20260728141659992.jpg,End_Milling,7000.0,7000-10,1.662
C:\Users\user\Desktop\5000 - BETTER\data\End_Milling\7000\7000-10\20260728141705090.jpg,End_Milling,7000.0,7000-10,1.662
